"Team","Team.link","team.link.ref","Conf","Conf.link","conf.link.ref","Year"
"Florida St.","team.php?team=Florida+St.","Florida+St.","ACC","conf.php?c=ACC","ACC",2007
"Fordham","team.php?team=Fordham","Fordham","A10","conf.php?c=A10","A10",2007
"Fresno St.","team.php?team=Fresno+St.","Fresno+St.","WAC","conf.php?c=WAC","WAC",2007
"Furman","team.php?team=Furman","Furman","SC","conf.php?c=SC","SC",2007
"Gardner Webb","team.php?team=Gardner+Webb","Gardner+Webb","ASun","conf.php?c=ASun","ASun",2007
"George Mason","team.php?team=George+Mason","George+Mason","CAA","conf.php?c=CAA","CAA",2007
"George Washington","team.php?team=George+Washington","George+Washington","A10","conf.php?c=A10","A10",2007
"Georgetown","team.php?team=Georgetown","Georgetown","BE","conf.php?c=BE","BE",2007
"Georgia","team.php?team=Georgia","Georgia","SEC","conf.php?c=SEC","SEC",2007
"Georgia Southern","team.php?team=Georgia+Southern","Georgia+Southern","SC","conf.php?c=SC","SC",2007
"Georgia St.","team.php?team=Georgia+St.","Georgia+St.","CAA","conf.php?c=CAA","CAA",2007
"Georgia Tech","team.php?team=Georgia+Tech","Georgia+Tech","ACC","conf.php?c=ACC","ACC",2007
"Gonzaga","team.php?team=Gonzaga","Gonzaga","WCC","conf.php?c=WCC","WCC",2007
"Grambling St.","team.php?team=Grambling+St.","Grambling+St.","SWAC","conf.php?c=SWAC","SWAC",2007
"Green Bay","team.php?team=Green+Bay","Green+Bay","Horz","conf.php?c=Horz","Horz",2007
"Hampton","team.php?team=Hampton","Hampton","MEAC","conf.php?c=MEAC","MEAC",2007
"Hartford","team.php?team=Hartford","Hartford","AE","conf.php?c=AE","AE",2007
"Harvard","team.php?team=Harvard","Harvard","Ivy","conf.php?c=Ivy","Ivy",2007
"Hawaii","team.php?team=Hawaii","Hawaii","WAC","conf.php?c=WAC","WAC",2007
"High Point","team.php?team=High+Point","High+Point","BSth","conf.php?c=BSth","BSth",2007
"Hofstra","team.php?team=Hofstra","Hofstra","CAA","conf.php?c=CAA","CAA",2007
"Holy Cross","team.php?team=Holy+Cross","Holy+Cross","Pat","conf.php?c=Pat","Pat",2007
"Houston","team.php?team=Houston","Houston","CUSA","conf.php?c=CUSA","CUSA",2007
"Howard","team.php?team=Howard","Howard","MEAC","conf.php?c=MEAC","MEAC",2007
"IPFW","team.php?team=IPFW","IPFW","ind","conf.php?c=ind","ind",2007
"IUPUI","team.php?team=IUPUI","IUPUI","MCon","conf.php?c=MCon","MCon",2007
"Idaho","team.php?team=Idaho","Idaho","WAC","conf.php?c=WAC","WAC",2007
"Idaho St.","team.php?team=Idaho+St.","Idaho+St.","BSky","conf.php?c=BSky","BSky",2007
"Illinois","team.php?team=Illinois","Illinois","B10","conf.php?c=B10","B10",2007
"Illinois Chicago","team.php?team=Illinois+Chicago","Illinois+Chicago","Horz","conf.php?c=Horz","Horz",2007
"Illinois St.","team.php?team=Illinois+St.","Illinois+St.","MVC","conf.php?c=MVC","MVC",2007
"Indiana","team.php?team=Indiana","Indiana","B10","conf.php?c=B10","B10",2007
"Indiana St.","team.php?team=Indiana+St.","Indiana+St.","MVC","conf.php?c=MVC","MVC",2007
"Iona","team.php?team=Iona","Iona","MAAC","conf.php?c=MAAC","MAAC",2007
"Iowa","team.php?team=Iowa","Iowa","B10","conf.php?c=B10","B10",2007
"Iowa St.","team.php?team=Iowa+St.","Iowa+St.","B12","conf.php?c=B12","B12",2007
"Jackson St.","team.php?team=Jackson+St.","Jackson+St.","SWAC","conf.php?c=SWAC","SWAC",2007
"Jacksonville","team.php?team=Jacksonville","Jacksonville","ASun","conf.php?c=ASun","ASun",2007
"Jacksonville St.","team.php?team=Jacksonville+St.","Jacksonville+St.","OVC","conf.php?c=OVC","OVC",2007
"James Madison","team.php?team=James+Madison","James+Madison","CAA","conf.php?c=CAA","CAA",2007
"Kansas","team.php?team=Kansas","Kansas","B12","conf.php?c=B12","B12",2007
"Kansas St.","team.php?team=Kansas+St.","Kansas+St.","B12","conf.php?c=B12","B12",2007
"Kennesaw St.","team.php?team=Kennesaw+St.","Kennesaw+St.","ASun","conf.php?c=ASun","ASun",2007
"Kent St.","team.php?team=Kent+St.","Kent+St.","MAC","conf.php?c=MAC","MAC",2007
"Kentucky","team.php?team=Kentucky","Kentucky","SEC","conf.php?c=SEC","SEC",2007
"LIU Brooklyn","team.php?team=LIU+Brooklyn","LIU+Brooklyn","NEC","conf.php?c=NEC","NEC",2007
"LSU","team.php?team=LSU","LSU","SEC","conf.php?c=SEC","SEC",2007
"La Salle","team.php?team=La+Salle","La+Salle","A10","conf.php?c=A10","A10",2007
"Lafayette","team.php?team=Lafayette","Lafayette","Pat","conf.php?c=Pat","Pat",2007
"Lamar","team.php?team=Lamar","Lamar","Slnd","conf.php?c=Slnd","Slnd",2007
"Lehigh","team.php?team=Lehigh","Lehigh","Pat","conf.php?c=Pat","Pat",2007
"Liberty","team.php?team=Liberty","Liberty","BSth","conf.php?c=BSth","BSth",2007
"Lipscomb","team.php?team=Lipscomb","Lipscomb","ASun","conf.php?c=ASun","ASun",2007
"Long Beach St.","team.php?team=Long+Beach+St.","Long+Beach+St.","BW","conf.php?c=BW","BW",2007
"Longwood","team.php?team=Longwood","Longwood","ind","conf.php?c=ind","ind",2007
"Louisiana Lafayette","team.php?team=Louisiana+Lafayette","Louisiana+Lafayette","SB","conf.php?c=SB","SB",2007
"Louisiana Monroe","team.php?team=Louisiana+Monroe","Louisiana+Monroe","SB","conf.php?c=SB","SB",2007
"Louisiana Tech","team.php?team=Louisiana+Tech","Louisiana+Tech","WAC","conf.php?c=WAC","WAC",2007
"Louisville","team.php?team=Louisville","Louisville","BE","conf.php?c=BE","BE",2007
"Loyola Chicago","team.php?team=Loyola+Chicago","Loyola+Chicago","Horz","conf.php?c=Horz","Horz",2007
"Loyola MD","team.php?team=Loyola+MD","Loyola+MD","MAAC","conf.php?c=MAAC","MAAC",2007
"Loyola Marymount","team.php?team=Loyola+Marymount","Loyola+Marymount","WCC","conf.php?c=WCC","WCC",2007
"Maine","team.php?team=Maine","Maine","AE","conf.php?c=AE","AE",2007
"Manhattan","team.php?team=Manhattan","Manhattan","MAAC","conf.php?c=MAAC","MAAC",2007
"Marist","team.php?team=Marist","Marist","MAAC","conf.php?c=MAAC","MAAC",2007
"Marquette","team.php?team=Marquette","Marquette","BE","conf.php?c=BE","BE",2007
"Marshall","team.php?team=Marshall","Marshall","CUSA","conf.php?c=CUSA","CUSA",2007
"Maryland","team.php?team=Maryland","Maryland","ACC","conf.php?c=ACC","ACC",2007
"Maryland Eastern Shore","team.php?team=Maryland+Eastern+Shore","Maryland+Eastern+Shore","MEAC","conf.php?c=MEAC","MEAC",2007
"Massachusetts","team.php?team=Massachusetts","Massachusetts","A10","conf.php?c=A10","A10",2007
"McNeese St.","team.php?team=McNeese+St.","McNeese+St.","Slnd","conf.php?c=Slnd","Slnd",2007
"Memphis","team.php?team=Memphis","Memphis","CUSA","conf.php?c=CUSA","CUSA",2007
"Mercer","team.php?team=Mercer","Mercer","ASun","conf.php?c=ASun","ASun",2007
"Miami FL","team.php?team=Miami+FL","Miami+FL","ACC","conf.php?c=ACC","ACC",2007
"Miami OH","team.php?team=Miami+OH","Miami+OH","MAC","conf.php?c=MAC","MAC",2007
"Michigan","team.php?team=Michigan","Michigan","B10","conf.php?c=B10","B10",2007
"Michigan St.","team.php?team=Michigan+St.","Michigan+St.","B10","conf.php?c=B10","B10",2007
"Middle Tennessee","team.php?team=Middle+Tennessee","Middle+Tennessee","SB","conf.php?c=SB","SB",2007
"Milwaukee","team.php?team=Milwaukee","Milwaukee","Horz","conf.php?c=Horz","Horz",2007
"Minnesota","team.php?team=Minnesota","Minnesota","B10","conf.php?c=B10","B10",2007
"Mississippi","team.php?team=Mississippi","Mississippi","SEC","conf.php?c=SEC","SEC",2007
"Mississippi St.","team.php?team=Mississippi+St.","Mississippi+St.","SEC","conf.php?c=SEC","SEC",2007
"Mississippi Valley St.","team.php?team=Mississippi+Valley+St.","Mississippi+Valley+St.","SWAC","conf.php?c=SWAC","SWAC",2007
"Missouri","team.php?team=Missouri","Missouri","B12","conf.php?c=B12","B12",2007
"Missouri St.","team.php?team=Missouri+St.","Missouri+St.","MVC","conf.php?c=MVC","MVC",2007
"Monmouth","team.php?team=Monmouth","Monmouth","NEC","conf.php?c=NEC","NEC",2007
"Montana","team.php?team=Montana","Montana","BSky","conf.php?c=BSky","BSky",2007
"Montana St.","team.php?team=Montana+St.","Montana+St.","BSky","conf.php?c=BSky","BSky",2007
"Morehead St.","team.php?team=Morehead+St.","Morehead+St.","OVC","conf.php?c=OVC","OVC",2007
"Morgan St.","team.php?team=Morgan+St.","Morgan+St.","MEAC","conf.php?c=MEAC","MEAC",2007
"Mount St. Mary's","team.php?team=Mount+St.+Mary%27s","Mount+St.+Mary%27s","NEC","conf.php?c=NEC","NEC",2007
"Murray St.","team.php?team=Murray+St.","Murray+St.","OVC","conf.php?c=OVC","OVC",2007
"N.C. State","team.php?team=N.C.+State","N.C.+State","ACC","conf.php?c=ACC","ACC",2007
"NJIT","team.php?team=NJIT","NJIT","ind","conf.php?c=ind","ind",2007
"Navy","team.php?team=Navy","Navy","Pat","conf.php?c=Pat","Pat",2007
"Nebraska","team.php?team=Nebraska","Nebraska","B12","conf.php?c=B12","B12",2007
"Nevada","team.php?team=Nevada","Nevada","WAC","conf.php?c=WAC","WAC",2007
"New Hampshire","team.php?team=New+Hampshire","New+Hampshire","AE","conf.php?c=AE","AE",2007
"New Mexico","team.php?team=New+Mexico","New+Mexico","MWC","conf.php?c=MWC","MWC",2007
"New Mexico St.","team.php?team=New+Mexico+St.","New+Mexico+St.","WAC","conf.php?c=WAC","WAC",2007
"New Orleans","team.php?team=New+Orleans","New+Orleans","SB","conf.php?c=SB","SB",2007
"Niagara","team.php?team=Niagara","Niagara","MAAC","conf.php?c=MAAC","MAAC",2007
"Nicholls St.","team.php?team=Nicholls+St.","Nicholls+St.","Slnd","conf.php?c=Slnd","Slnd",2007
"Norfolk St.","team.php?team=Norfolk+St.","Norfolk+St.","MEAC","conf.php?c=MEAC","MEAC",2007
"North Carolina","team.php?team=North+Carolina","North+Carolina","ACC","conf.php?c=ACC","ACC",2007
"North Carolina A&T","team.php?team=North+Carolina+A%26T","North+Carolina+A%26T","MEAC","conf.php?c=MEAC","MEAC",2007
"North Dakota St.","team.php?team=North+Dakota+St.","North+Dakota+St.","ind","conf.php?c=ind","ind",2007
"North Florida","team.php?team=North+Florida","North+Florida","ASun","conf.php?c=ASun","ASun",2007
"North Texas","team.php?team=North+Texas","North+Texas","SB","conf.php?c=SB","SB",2007
"Northeastern","team.php?team=Northeastern","Northeastern","CAA","conf.php?c=CAA","CAA",2007
"Northern Arizona","team.php?team=Northern+Arizona","Northern+Arizona","BSky","conf.php?c=BSky","BSky",2007
"Northern Colorado","team.php?team=Northern+Colorado","Northern+Colorado","BSky","conf.php?c=BSky","BSky",2007
"Northern Illinois","team.php?team=Northern+Illinois","Northern+Illinois","MAC","conf.php?c=MAC","MAC",2007
"Northern Iowa","team.php?team=Northern+Iowa","Northern+Iowa","MVC","conf.php?c=MVC","MVC",2007
"Northwestern","team.php?team=Northwestern","Northwestern","B10","conf.php?c=B10","B10",2007
"Northwestern St.","team.php?team=Northwestern+St.","Northwestern+St.","Slnd","conf.php?c=Slnd","Slnd",2007
"Notre Dame","team.php?team=Notre+Dame","Notre+Dame","BE","conf.php?c=BE","BE",2007
"Oakland","team.php?team=Oakland","Oakland","MCon","conf.php?c=MCon","MCon",2007
"Ohio","team.php?team=Ohio","Ohio","MAC","conf.php?c=MAC","MAC",2007
"Ohio St.","team.php?team=Ohio+St.","Ohio+St.","B10","conf.php?c=B10","B10",2007
"Oklahoma","team.php?team=Oklahoma","Oklahoma","B12","conf.php?c=B12","B12",2007
"Oklahoma St.","team.php?team=Oklahoma+St.","Oklahoma+St.","B12","conf.php?c=B12","B12",2007
"Old Dominion","team.php?team=Old+Dominion","Old+Dominion","CAA","conf.php?c=CAA","CAA",2007
"Oral Roberts","team.php?team=Oral+Roberts","Oral+Roberts","MCon","conf.php?c=MCon","MCon",2007
"Oregon","team.php?team=Oregon","Oregon","P10","conf.php?c=P10","P10",2007
"Oregon St.","team.php?team=Oregon+St.","Oregon+St.","P10","conf.php?c=P10","P10",2007
"Pacific","team.php?team=Pacific","Pacific","BW","conf.php?c=BW","BW",2007
"Penn","team.php?team=Penn","Penn","Ivy","conf.php?c=Ivy","Ivy",2007
"Penn St.","team.php?team=Penn+St.","Penn+St.","B10","conf.php?c=B10","B10",2007
"Pepperdine","team.php?team=Pepperdine","Pepperdine","WCC","conf.php?c=WCC","WCC",2007
"Pittsburgh","team.php?team=Pittsburgh","Pittsburgh","BE","conf.php?c=BE","BE",2007
"Portland","team.php?team=Portland","Portland","WCC","conf.php?c=WCC","WCC",2007
"Portland St.","team.php?team=Portland+St.","Portland+St.","BSky","conf.php?c=BSky","BSky",2007
"Prairie View A&M","team.php?team=Prairie+View+A%26M","Prairie+View+A%26M","SWAC","conf.php?c=SWAC","SWAC",2007
"Princeton","team.php?team=Princeton","Princeton","Ivy","conf.php?c=Ivy","Ivy",2007
"Providence","team.php?team=Providence","Providence","BE","conf.php?c=BE","BE",2007
"Purdue","team.php?team=Purdue","Purdue","B10","conf.php?c=B10","B10",2007
"Quinnipiac","team.php?team=Quinnipiac","Quinnipiac","NEC","conf.php?c=NEC","NEC",2007
"Radford","team.php?team=Radford","Radford","BSth","conf.php?c=BSth","BSth",2007
"Rhode Island","team.php?team=Rhode+Island","Rhode+Island","A10","conf.php?c=A10","A10",2007
"Rice","team.php?team=Rice","Rice","CUSA","conf.php?c=CUSA","CUSA",2007
"Richmond","team.php?team=Richmond","Richmond","A10","conf.php?c=A10","A10",2007
"Rider","team.php?team=Rider","Rider","MAAC","conf.php?c=MAAC","MAAC",2007
"Robert Morris","team.php?team=Robert+Morris","Robert+Morris","NEC","conf.php?c=NEC","NEC",2007
"Rutgers","team.php?team=Rutgers","Rutgers","BE","conf.php?c=BE","BE",2007
"SMU","team.php?team=SMU","SMU","CUSA","conf.php?c=CUSA","CUSA",2007
"Sacramento St.","team.php?team=Sacramento+St.","Sacramento+St.","BSky","conf.php?c=BSky","BSky",2007
"Sacred Heart","team.php?team=Sacred+Heart","Sacred+Heart","NEC","conf.php?c=NEC","NEC",2007
"Saint Joseph's","team.php?team=Saint+Joseph%27s","Saint+Joseph%27s","A10","conf.php?c=A10","A10",2007
"Saint Louis","team.php?team=Saint+Louis","Saint+Louis","A10","conf.php?c=A10","A10",2007
"Saint Mary's","team.php?team=Saint+Mary%27s","Saint+Mary%27s","WCC","conf.php?c=WCC","WCC",2007
"Saint Peter's","team.php?team=Saint+Peter%27s","Saint+Peter%27s","MAAC","conf.php?c=MAAC","MAAC",2007
"Sam Houston St.","team.php?team=Sam+Houston+St.","Sam+Houston+St.","Slnd","conf.php?c=Slnd","Slnd",2007
"Samford","team.php?team=Samford","Samford","OVC","conf.php?c=OVC","OVC",2007
"San Diego","team.php?team=San+Diego","San+Diego","WCC","conf.php?c=WCC","WCC",2007
"San Diego St.","team.php?team=San+Diego+St.","San+Diego+St.","MWC","conf.php?c=MWC","MWC",2007
"San Francisco","team.php?team=San+Francisco","San+Francisco","WCC","conf.php?c=WCC","WCC",2007
"San Jose St.","team.php?team=San+Jose+St.","San+Jose+St.","WAC","conf.php?c=WAC","WAC",2007
"Santa Clara","team.php?team=Santa+Clara","Santa+Clara","WCC","conf.php?c=WCC","WCC",2007
"Savannah St.","team.php?team=Savannah+St.","Savannah+St.","ind","conf.php?c=ind","ind",2007
"Seton Hall","team.php?team=Seton+Hall","Seton+Hall","BE","conf.php?c=BE","BE",2007
"Siena","team.php?team=Siena","Siena","MAAC","conf.php?c=MAAC","MAAC",2007
"South Alabama","team.php?team=South+Alabama","South+Alabama","SB","conf.php?c=SB","SB",2007
"South Carolina","team.php?team=South+Carolina","South+Carolina","SEC","conf.php?c=SEC","SEC",2007
"South Carolina St.","team.php?team=South+Carolina+St.","South+Carolina+St.","MEAC","conf.php?c=MEAC","MEAC",2007
"South Dakota St.","team.php?team=South+Dakota+St.","South+Dakota+St.","ind","conf.php?c=ind","ind",2007
"South Florida","team.php?team=South+Florida","South+Florida","BE","conf.php?c=BE","BE",2007
"Southeast Missouri St.","team.php?team=Southeast+Missouri+St.","Southeast+Missouri+St.","OVC","conf.php?c=OVC","OVC",2007
"Southeastern Louisiana","team.php?team=Southeastern+Louisiana","Southeastern+Louisiana","Slnd","conf.php?c=Slnd","Slnd",2007
"Southern","team.php?team=Southern","Southern","SWAC","conf.php?c=SWAC","SWAC",2007
"Southern Illinois","team.php?team=Southern+Illinois","Southern+Illinois","MVC","conf.php?c=MVC","MVC",2007
"Southern Miss","team.php?team=Southern+Miss","Southern+Miss","CUSA","conf.php?c=CUSA","CUSA",2007
"Southern Utah","team.php?team=Southern+Utah","Southern+Utah","MCon","conf.php?c=MCon","MCon",2007
"St. Bonaventure","team.php?team=St.+Bonaventure","St.+Bonaventure","A10","conf.php?c=A10","A10",2007
"St. Francis NY","team.php?team=St.+Francis+NY","St.+Francis+NY","NEC","conf.php?c=NEC","NEC",2007
"St. Francis PA","team.php?team=St.+Francis+PA","St.+Francis+PA","NEC","conf.php?c=NEC","NEC",2007
"St. John's","team.php?team=St.+John%27s","St.+John%27s","BE","conf.php?c=BE","BE",2007
"Stanford","team.php?team=Stanford","Stanford","P10","conf.php?c=P10","P10",2007
"Stephen F. Austin","team.php?team=Stephen+F.+Austin","Stephen+F.+Austin","Slnd","conf.php?c=Slnd","Slnd",2007
"Stetson","team.php?team=Stetson","Stetson","ASun","conf.php?c=ASun","ASun",2007
"Stony Brook","team.php?team=Stony+Brook","Stony+Brook","AE","conf.php?c=AE","AE",2007
"Syracuse","team.php?team=Syracuse","Syracuse","BE","conf.php?c=BE","BE",2007
"TCU","team.php?team=TCU","TCU","MWC","conf.php?c=MWC","MWC",2007
"Temple","team.php?team=Temple","Temple","A10","conf.php?c=A10","A10",2007
"Tennessee","team.php?team=Tennessee","Tennessee","SEC","conf.php?c=SEC","SEC",2007
"Tennessee Martin","team.php?team=Tennessee+Martin","Tennessee+Martin","OVC","conf.php?c=OVC","OVC",2007
"Tennessee St.","team.php?team=Tennessee+St.","Tennessee+St.","OVC","conf.php?c=OVC","OVC",2007
"Tennessee Tech","team.php?team=Tennessee+Tech","Tennessee+Tech","OVC","conf.php?c=OVC","OVC",2007
"Texas","team.php?team=Texas","Texas","B12","conf.php?c=B12","B12",2007
"Texas A&M","team.php?team=Texas+A%26M","Texas+A%26M","B12","conf.php?c=B12","B12",2007
"Texas A&M Corpus Chris","team.php?team=Texas+A%26M+Corpus+Chris","Texas+A%26M+Corpus+Chris","Slnd","conf.php?c=Slnd","Slnd",2007
"Texas Pan American","team.php?team=Texas+Pan+American","Texas+Pan+American","ind","conf.php?c=ind","ind",2007
"Texas Southern","team.php?team=Texas+Southern","Texas+Southern","SWAC","conf.php?c=SWAC","SWAC",2007
"Texas St.","team.php?team=Texas+St.","Texas+St.","Slnd","conf.php?c=Slnd","Slnd",2007
"Texas Tech","team.php?team=Texas+Tech","Texas+Tech","B12","conf.php?c=B12","B12",2007
"The Citadel","team.php?team=The+Citadel","The+Citadel","SC","conf.php?c=SC","SC",2007
"Toledo","team.php?team=Toledo","Toledo","MAC","conf.php?c=MAC","MAC",2007
"Towson","team.php?team=Towson","Towson","CAA","conf.php?c=CAA","CAA",2007
"Troy","team.php?team=Troy","Troy","SB","conf.php?c=SB","SB",2007
"Tulane","team.php?team=Tulane","Tulane","CUSA","conf.php?c=CUSA","CUSA",2007
"Tulsa","team.php?team=Tulsa","Tulsa","CUSA","conf.php?c=CUSA","CUSA",2007
"UAB","team.php?team=UAB","UAB","CUSA","conf.php?c=CUSA","CUSA",2007
"UC Davis","team.php?team=UC+Davis","UC+Davis","ind","conf.php?c=ind","ind",2007
"UC Irvine","team.php?team=UC+Irvine","UC+Irvine","BW","conf.php?c=BW","BW",2007
"UC Riverside","team.php?team=UC+Riverside","UC+Riverside","BW","conf.php?c=BW","BW",2007
"UC Santa Barbara","team.php?team=UC+Santa+Barbara","UC+Santa+Barbara","BW","conf.php?c=BW","BW",2007
"UCF","team.php?team=UCF","UCF","CUSA","conf.php?c=CUSA","CUSA",2007
"UCLA","team.php?team=UCLA","UCLA","P10","conf.php?c=P10","P10",2007
"UMBC","team.php?team=UMBC","UMBC","AE","conf.php?c=AE","AE",2007
"UMKC","team.php?team=UMKC","UMKC","MCon","conf.php?c=MCon","MCon",2007
"UNC Asheville","team.php?team=UNC+Asheville","UNC+Asheville","BSth","conf.php?c=BSth","BSth",2007
"UNC Greensboro","team.php?team=UNC+Greensboro","UNC+Greensboro","SC","conf.php?c=SC","SC",2007
"UNC Wilmington","team.php?team=UNC+Wilmington","UNC+Wilmington","CAA","conf.php?c=CAA","CAA",2007
"UNLV","team.php?team=UNLV","UNLV","MWC","conf.php?c=MWC","MWC",2007
"USC","team.php?team=USC","USC","P10","conf.php?c=P10","P10",2007
"UT Arlington","team.php?team=UT+Arlington","UT+Arlington","Slnd","conf.php?c=Slnd","Slnd",2007
"UTEP","team.php?team=UTEP","UTEP","CUSA","conf.php?c=CUSA","CUSA",2007
"UTSA","team.php?team=UTSA","UTSA","Slnd","conf.php?c=Slnd","Slnd",2007
"Utah","team.php?team=Utah","Utah","MWC","conf.php?c=MWC","MWC",2007
"Utah St.","team.php?team=Utah+St.","Utah+St.","WAC","conf.php?c=WAC","WAC",2007
"Utah Valley St.","team.php?team=Utah+Valley+St.","Utah+Valley+St.","ind","conf.php?c=ind","ind",2007
"VCU","team.php?team=VCU","VCU","CAA","conf.php?c=CAA","CAA",2007
"VMI","team.php?team=VMI","VMI","BSth","conf.php?c=BSth","BSth",2007
"Valparaiso","team.php?team=Valparaiso","Valparaiso","MCon","conf.php?c=MCon","MCon",2007
"Vanderbilt","team.php?team=Vanderbilt","Vanderbilt","SEC","conf.php?c=SEC","SEC",2007
"Vermont","team.php?team=Vermont","Vermont","AE","conf.php?c=AE","AE",2007
"Villanova","team.php?team=Villanova","Villanova","BE","conf.php?c=BE","BE",2007
"Virginia","team.php?team=Virginia","Virginia","ACC","conf.php?c=ACC","ACC",2007
"Virginia Tech","team.php?team=Virginia+Tech","Virginia+Tech","ACC","conf.php?c=ACC","ACC",2007
"Wagner","team.php?team=Wagner","Wagner","NEC","conf.php?c=NEC","NEC",2007
"Wake Forest","team.php?team=Wake+Forest","Wake+Forest","ACC","conf.php?c=ACC","ACC",2007
"Washington","team.php?team=Washington","Washington","P10","conf.php?c=P10","P10",2007
"Washington St.","team.php?team=Washington+St.","Washington+St.","P10","conf.php?c=P10","P10",2007
"Weber St.","team.php?team=Weber+St.","Weber+St.","BSky","conf.php?c=BSky","BSky",2007
"West Virginia","team.php?team=West+Virginia","West+Virginia","BE","conf.php?c=BE","BE",2007
"Western Carolina","team.php?team=Western+Carolina","Western+Carolina","SC","conf.php?c=SC","SC",2007
"Western Illinois","team.php?team=Western+Illinois","Western+Illinois","MCon","conf.php?c=MCon","MCon",2007
"Western Kentucky","team.php?team=Western+Kentucky","Western+Kentucky","SB","conf.php?c=SB","SB",2007
"Western Michigan","team.php?team=Western+Michigan","Western+Michigan","MAC","conf.php?c=MAC","MAC",2007
"Wichita St.","team.php?team=Wichita+St.","Wichita+St.","MVC","conf.php?c=MVC","MVC",2007
"William & Mary","team.php?team=William+%26+Mary","William+%26+Mary","CAA","conf.php?c=CAA","CAA",2007
"Winston Salem St.","team.php?team=Winston+Salem+St.","Winston+Salem+St.","ind","conf.php?c=ind","ind",2007
"Winthrop","team.php?team=Winthrop","Winthrop","BSth","conf.php?c=BSth","BSth",2007
"Wisconsin","team.php?team=Wisconsin","Wisconsin","B10","conf.php?c=B10","B10",2007
"Wofford","team.php?team=Wofford","Wofford","SC","conf.php?c=SC","SC",2007
"Wright St.","team.php?team=Wright+St.","Wright+St.","Horz","conf.php?c=Horz","Horz",2007
"Wyoming","team.php?team=Wyoming","Wyoming","MWC","conf.php?c=MWC","MWC",2007
"Xavier","team.php?team=Xavier","Xavier","A10","conf.php?c=A10","A10",2007
"Yale","team.php?team=Yale","Yale","Ivy","conf.php?c=Ivy","Ivy",2007
"Youngstown St.","team.php?team=Youngstown+St.","Youngstown+St.","Horz","conf.php?c=Horz","Horz",2007
"Air Force","team.php?team=Air+Force","Air+Force","MWC","conf.php?c=MWC","MWC",2006
"Akron","team.php?team=Akron","Akron","MAC","conf.php?c=MAC","MAC",2006
"Alabama","team.php?team=Alabama","Alabama","SEC","conf.php?c=SEC","SEC",2006
"Alabama A&M","team.php?team=Alabama+A%26M","Alabama+A%26M","SWAC","conf.php?c=SWAC","SWAC",2006
"Alabama St.","team.php?team=Alabama+St.","Alabama+St.","SWAC","conf.php?c=SWAC","SWAC",2006
"Albany","team.php?team=Albany","Albany","AE","conf.php?c=AE","AE",2006
"Alcorn St.","team.php?team=Alcorn+St.","Alcorn+St.","SWAC","conf.php?c=SWAC","SWAC",2006
"American","team.php?team=American","American","Pat","conf.php?c=Pat","Pat",2006
"Appalachian St.","team.php?team=Appalachian+St.","Appalachian+St.","SC","conf.php?c=SC","SC",2006
"Arizona","team.php?team=Arizona","Arizona","P10","conf.php?c=P10","P10",2006
"Arizona St.","team.php?team=Arizona+St.","Arizona+St.","P10","conf.php?c=P10","P10",2006
"Arkansas","team.php?team=Arkansas","Arkansas","SEC","conf.php?c=SEC","SEC",2006
"Arkansas Little Rock","team.php?team=Arkansas+Little+Rock","Arkansas+Little+Rock","SB","conf.php?c=SB","SB",2006
"Arkansas Pine Bluff","team.php?team=Arkansas+Pine+Bluff","Arkansas+Pine+Bluff","SWAC","conf.php?c=SWAC","SWAC",2006
"Arkansas St.","team.php?team=Arkansas+St.","Arkansas+St.","SB","conf.php?c=SB","SB",2006
"Army","team.php?team=Army","Army","Pat","conf.php?c=Pat","Pat",2006
"Auburn","team.php?team=Auburn","Auburn","SEC","conf.php?c=SEC","SEC",2006
"Austin Peay","team.php?team=Austin+Peay","Austin+Peay","OVC","conf.php?c=OVC","OVC",2006
"BYU","team.php?team=BYU","BYU","MWC","conf.php?c=MWC","MWC",2006
"Ball St.","team.php?team=Ball+St.","Ball+St.","MAC","conf.php?c=MAC","MAC",2006
"Baylor","team.php?team=Baylor","Baylor","B12","conf.php?c=B12","B12",2006
"Belmont","team.php?team=Belmont","Belmont","ASun","conf.php?c=ASun","ASun",2006
"Bethune Cookman","team.php?team=Bethune+Cookman","Bethune+Cookman","MEAC","conf.php?c=MEAC","MEAC",2006
"Binghamton","team.php?team=Binghamton","Binghamton","AE","conf.php?c=AE","AE",2006
"Birmingham Southern","team.php?team=Birmingham+Southern","Birmingham+Southern","BSth","conf.php?c=BSth","BSth",2006
"Boise St.","team.php?team=Boise+St.","Boise+St.","WAC","conf.php?c=WAC","WAC",2006
"Boston College","team.php?team=Boston+College","Boston+College","ACC","conf.php?c=ACC","ACC",2006
"Boston University","team.php?team=Boston+University","Boston+University","AE","conf.php?c=AE","AE",2006
"Bowling Green","team.php?team=Bowling+Green","Bowling+Green","MAC","conf.php?c=MAC","MAC",2006
"Bradley","team.php?team=Bradley","Bradley","MVC","conf.php?c=MVC","MVC",2006
"Brown","team.php?team=Brown","Brown","Ivy","conf.php?c=Ivy","Ivy",2006
"Bucknell","team.php?team=Bucknell","Bucknell","Pat","conf.php?c=Pat","Pat",2006
"Buffalo","team.php?team=Buffalo","Buffalo","MAC","conf.php?c=MAC","MAC",2006
"Butler","team.php?team=Butler","Butler","Horz","conf.php?c=Horz","Horz",2006
